’d7ff41d,吴玉荣,2022-09-09 15:21:09 +0800,压缩图片’
’14a5c48,吴玉荣,2022-09-09 15:18:58 +0800,优化样式’
’8399bd7,吴玉荣,2022-09-09 15:15:16 +0800,更换图片’
’fbd4d4d,吴玉荣,2022-09-09 13:01:30 +0800,样式修改’
’7b3a303,zhaozhuoboy,2022-09-09 11:08:37 +0800,Merge branch 'feat/v2' of code.geekbang.org:fe/b.geekbang.org into feat/v2’
’e75790e,zhaozhuoboy,2022-09-09 11:08:34 +0800,调整客户案例文案’
’ed67942,mingyang.hao,2022-09-09 11:00:51 +0800,Merge branch 'feat/v2' into f_home_index’
’afec029,mingyang.hao,2022-09-09 11:00:11 +0800,merge-feat/v2’
’2742471,danny.zhao,2022-09-09 02:58:08 +0000,Merge branch 'feat/v2_wu' into 'feat/v2'’
’0be16fd,mingyang.hao,2022-09-09 10:56:22 +0800,首页替换图片’
’a62a795,吴玉荣,2022-09-09 10:56:03 +0800,优化样式’
’c7b7381,mingyang.hao,2022-09-09 10:49:49 +0800,fix-style’
’c5f4458,zhaozhuoboy,2022-09-09 10:21:45 +0800,style: 调整样式’
’4543fa7,zhaozhuoboy,2022-09-09 10:17:32 +0800,ui走查’
’c8e0a56,zhaozhuoboy,2022-09-08 19:00:12 +0800,调整好内容页面轮播速度’
’5fe3904,zhaozhuoboy,2022-09-08 18:46:05 +0800,页面中 改为’
’535446f,zhaozhuoboy,2022-09-08 18:43:35 +0800,Merge branch 'feat/v2' of code.geekbang.org:fe/b.geekbang.org into feat/v2’
’9bd1134,zhaozhuoboy,2022-09-08 18:43:29 +0800,页面中 改为’
’202742d,danny.zhao,2022-09-08 10:34:41 +0000,Merge branch 'feat/v2_skx' into 'feat/v2'’
’903b2f2,shikexin,2022-09-08 18:14:45 +0800,style:好内容 hover简介修改’
’5ad0779,shikexin,2022-09-08 18:10:41 +0800,style:好内容修改swiper 滚动速率 人物简介滚动条’
’a1b3189,danny.zhao,2022-09-08 10:03:28 +0000,Merge branch 'f_product' into 'feat/v2'’
’7216b47,yuky.zhang,2022-09-08 17:50:25 +0800,style: 图片替换’
’687e2e9,yuky.zhang,2022-09-08 17:47:59 +0800,Merge branch 'feat/v2' into f_product’
’fce8d0a,yuky.zhang,2022-09-08 17:46:55 +0800,style: 好服务图片替换’
’9cfa6cb,zhaozhuoboy,2022-09-08 16:43:42 +0800,Merge branch 'feat/v2' of code.geekbang.org:fe/b.geekbang.org into feat/v2’
’89e9c5c,zhaozhuoboy,2022-09-08 16:43:38 +0800,更换logo’
’f72c5a5,danny.zhao,2022-09-08 08:38:51 +0000,Merge branch 'f_product' into 'feat/v2'’
’2aa2e38,yuky.zhang,2022-09-08 16:36:16 +0800,style: 图片替换’
’dab7a02,yuky.zhang,2022-09-08 16:29:20 +0800,Merge branch 'feat/v2' into f_product’
’0a4385b,yuky.zhang,2022-09-08 16:28:58 +0800,style: 图片替换’
’8dbf53f,danny.zhao,2022-09-08 08:26:12 +0000,Merge branch 'feat/v2_skx' into 'feat/v2'’
’ca22915,shikexin,2022-09-08 16:24:08 +0800,style:好内容样式调整’
’e1ae290,yuky.zhang,2022-09-08 16:03:11 +0800,style: 样式调整’
’98fe423,danny.zhao,2022-09-08 07:58:33 +0000,Merge branch 'feat/v2_wu' into 'feat/v2'’
’48e1170,mingyang.hao,2022-09-08 15:37:06 +0800,替换背景’
’8356dd6,mingyang.hao,2022-09-08 15:18:48 +0800,修改按钮文字’
’a4469af,吴玉荣,2022-09-08 15:08:30 +0800,调整样式’
’bbfd372,mingyang.hao,2022-09-08 14:51:35 +0800,bugfix-div点击有蓝色阴影’
’daaa966,mingyang.hao,2022-09-08 14:30:59 +0800,Merge branch 'feat/v2' into f_home_index’
’596ed52,mingyang.hao,2022-09-08 14:29:26 +0800,fix-首页ui’
’1f631e0,danny.zhao,2022-09-08 06:04:16 +0000,Merge branch 'feat/v2_skx' into 'feat/v2'’
’8cb49e7,shikexin,2022-09-08 11:48:38 +0800,update:修改好内容样式缩进’
’d81287b,mingyang.hao,2022-09-08 11:38:57 +0800,fix-首页ui’
’12fbd6e,shikexin,2022-09-08 11:32:17 +0800,style:修改好内容UI’
’9a75843,zhaozhuoboy,2022-09-08 10:59:32 +0800,style: 调整代码’
’112db80,zhaozhuoboy,2022-09-08 10:58:51 +0800,案例详情增加行业标签’
’fd2e120,zhaozhuoboy,2022-09-08 10:25:09 +0800,fix: safari浏览器样式问题’
’0a839ec,zhaozhuoboy,2022-09-07 18:46:29 +0800,Merge branch 'feat/v2' of code.geekbang.org:fe/b.geekbang.org into feat/v2’
’a8f6497,zhaozhuoboy,2022-09-07 18:46:25 +0800,style: ui走查’
’f0febcf,mingyang.hao,2022-09-07 18:29:14 +0800,Merge branch 'feat/v2' into f_home_index’
’8f282da,mingyang.hao,2022-09-07 18:28:26 +0800,文案修改’
’0706f3f,danny.zhao,2022-09-07 10:22:36 +0000,Merge branch 'feat/v2_wu' into 'feat/v2'’
’422075a,吴玉荣,2022-09-07 18:07:58 +0800,优化样式’
’47d4ca8,zhaozhuoboy,2022-09-07 17:32:06 +0800,Merge branch 'feat/v2' of code.geekbang.org:fe/b.geekbang.org into feat/v2’
’3274e77,zhaozhuoboy,2022-09-07 17:32:03 +0800,style: ui走查’
’2ec01f0,danny.zhao,2022-09-07 03:10:33 +0000,Merge branch 'f_product' into 'feat/v2'’
’2ee3127,yuky.zhang,2022-09-07 11:06:37 +0800,style: 图片压缩’
’742ef2c,mingyang.hao,2022-09-07 11:06:10 +0800,Merge branch 'feat/v2' into f_home_index’
’6042b3a,mingyang.hao,2022-09-07 11:05:37 +0800,合作企业数据更新’
’c6ff696,yuky.zhang,2022-09-07 11:00:21 +0800,Merge branch 'feat/v2' into f_product’
’fed5f7b,yuky.zhang,2022-09-07 10:59:48 +0800,style: 好服务好产品图片替换’
’fc9014e,zhaozhuoboy,2022-09-07 10:53:53 +0800,知己测评页面调整fixedService 组件’
’8d97e14,mingyang.hao,2022-09-07 10:52:39 +0800,Merge branch 'feat/v2' into f_home_index’
’a0649ff,mingyang.hao,2022-09-07 10:51:56 +0800,替换图片’
’be64e1b,yuky.zhang,2022-09-07 10:39:26 +0800,style: 轮播图样式调整’
’8c3406b,zhaozhuoboy,2022-09-07 09:27:43 +0800,Merge branch 'feat/v2' of code.geekbang.org:fe/b.geekbang.org into feat/v2’
’17b8826,zhaozhuoboy,2022-09-07 09:27:37 +0800,更换客户头图’
’0835884,yuky.zhang,2022-09-06 19:13:34 +0800,style: 轮播图样式调整’
’db336fa,yuky.zhang,2022-09-06 19:04:47 +0800,style: 轮播图样式调整’
’f7292ca,yuky.zhang,2022-09-06 18:39:10 +0800,style: 设计走查’
’543ff71,mingyang.hao,2022-09-06 08:30:30 +0000,Merge branch 'f_home_index' into 'feat/v2'’
’b051bb9,mingyang.hao,2022-09-06 16:29:07 +0800,首页跳转链接更新’
’e4ccbae,zhaozhuoboy,2022-09-06 16:20:25 +0800,调整logo’
’2c054a6,mingyang.hao,2022-09-06 16:19:57 +0800,Merge branch 'feat/v2' into f_home_index’
’22a7815,zhaozhuoboy,2022-09-06 16:18:10 +0800,调整顺序’
’76a1032,mingyang.hao,2022-09-06 16:11:19 +0800,Merge branch 'feat/v2' into f_home_index’
’351ca46,danny.zhao,2022-09-06 08:09:51 +0000,Merge branch 'feat/v2_zhuo' into 'feat/v2'’
’d29590b,zhaozhuoboy,2022-09-06 16:08:45 +0800,调整logo’
’212005d,danny.zhao,2022-09-06 06:27:08 +0000,Merge branch 'feat/v2_zhuo' into 'feat/v2'’
’569c857,zhaozhuoboy,2022-09-06 14:23:40 +0800,style: 更新文案’
’d387416,zhaozhuoboy,2022-09-06 09:57:05 +0800,更新案例详情文案’
’714c787,zhaozhuoboy,2022-09-05 17:19:31 +0800,更新代码’
’161349a,mingyang.hao,2022-09-05 17:03:16 +0800,首页文案更新’
’512afd9,danny.zhao,2022-09-02 03:03:35 +0000,Merge branch 'f_product' into 'feat/v2'’
’8162a80,yuky.zhang,2022-09-02 11:00:27 +0800,style: 播放器音量样式’
’d459cf5,yuky.zhang,2022-09-02 10:52:35 +0800,Merge branch 'feat/v2' into f_product’
’90fe054,yuky.zhang,2022-09-02 10:51:35 +0800,style: 弹框遮罩层色值调整’
’97c705d,yuky.zhang,2022-09-02 10:27:28 +0800,style: 加入fixedService组件’
’5a65ad7,danny.zhao,2022-09-02 02:15:39 +0000,Merge branch 'f_product' into 'feat/v2'’
’8e34d6a,yuky.zhang,2022-09-01 19:01:35 +0800,Merge branch 'feat/v2' into f_product’
’a110f9c,yuky.zhang,2022-09-01 19:01:11 +0800,style: 图片压缩’
’66234e1,danny.zhao,2022-09-01 10:40:01 +0000,Merge branch 'f_product' into 'feat/v2'’
’8ee4642,yuky.zhang,2022-09-01 18:36:43 +0800,Merge branch 'feat/v2' into f_product’
’b1b50a2,yuky.zhang,2022-09-01 18:35:39 +0800,fix: 代码整理’
’bd5c414,yuky.zhang,2022-09-01 18:33:10 +0800,fix: 代码整理’
’aee837c,danny.zhao,2022-09-01 10:20:21 +0000,Merge branch 'feat/v2_wu' into 'feat/v2'’
’ad55b29,yuky.zhang,2022-09-01 18:19:48 +0800,fix: 图片调整’
’96a93e7,yuky.zhang,2022-09-01 18:15:16 +0800,fix’
’1821887,yuky.zhang,2022-09-01 18:12:43 +0800,fix: 代码整理’
’0b08f6a,吴玉荣,2022-09-01 17:40:23 +0800,添加FixedService’
’72e8472,吴玉荣,2022-09-01 17:37:58 +0800,添加FixedService’
’48761e0,zhaozhuoboy,2022-09-01 17:35:59 +0800,新闻动态增加浮动客服咨询组件’
’b88f416,danny.zhao,2022-09-01 09:31:02 +0000,Merge branch 'f_product' into 'feat/v2'’
’136e9ed,吴玉荣,2022-09-01 17:30:13 +0800,滚动优化’
’848a5f1,yuky.zhang,2022-09-01 15:28:52 +0800,feat: 轮播’
’d7fcc06,yuky.zhang,2022-09-01 15:20:12 +0800,Merge branch 'feat/v2' into f_product’
’e2528e0,yuky.zhang,2022-09-01 15:19:27 +0800,style’
’6225094,yuky.zhang,2022-09-01 15:17:47 +0800,style’
’bee3e12,yuky.zhang,2022-09-01 14:59:04 +0800,style’
’3f5703e,yuky.zhang,2022-09-01 14:52:50 +0800,style’
’e4d9a62,yuky.zhang,2022-09-01 11:21:11 +0800,style: 播放器样式’
’593e1eb,danny.zhao,2022-09-01 03:00:00 +0000,Merge branch 'feat/v2_wu' into 'feat/v2'’
’bd36747,吴玉荣,2022-09-01 10:45:04 +0800,Merge branch 'feat/v2' of code.geekbang.org:fe/b.geekbang.org into feat/v2_wu’
’6fa0d68,吴玉荣,2022-09-01 10:42:37 +0800,代码优化’
’10d0d19,yuky.zhang,2022-08-31 19:02:50 +0800,feat: 视频上传cdn’
’270ccd4,danny.zhao,2022-08-31 10:58:13 +0000,Merge branch 'feat/v2_skx' into 'feat/v2'’
’00e102a,shikexin,2022-08-31 18:37:08 +0800,好内容图片压缩’
’331e85f,yuky.zhang,2022-08-31 17:44:31 +0800,Merge branch 'feat/v2' into f_product’
’f2242fe,yuky.zhang,2022-08-31 17:44:02 +0800,feat: 按钮事件’
’a84b03d,yuky.zhang,2022-08-31 17:34:53 +0800,style: 色值替换’
’93bd516,danny.zhao,2022-08-31 09:30:25 +0000,Merge branch 'feat/v2_skx' into 'feat/v2'’
’0603d8f,shikexin,2022-08-31 17:24:46 +0800,整体样式代码’
’f8be8b2,吴玉荣,2022-08-31 16:58:22 +0800,调整导航头部’
’723f76f,yuky.zhang,2022-08-31 16:49:01 +0800,style: ui’
’a68b1da,吴玉荣,2022-08-31 16:48:18 +0800,压缩图片’
’db2c3ea,吴玉荣,2022-08-31 16:29:57 +0800,解决方案贴图完毕’
’d41c76e,shikexin,2022-08-31 15:48:41 +0800,整理样式’
’514f331,吴玉荣,2022-08-31 15:29:55 +0800,Merge branch 'feat/v2' of code.geekbang.org:fe/b.geekbang.org into feat/v2_wu’
’b486c14,吴玉荣,2022-08-31 15:29:48 +0800,解决方案贴图完毕’
’1958d5b,shikexin,2022-08-31 15:29:03 +0800,Merge branch 'feat/v2' into feat/v2_skx’
’0c1d1df,shikexin,2022-08-31 15:28:49 +0800,Merge branch 'feat/v2' of https://code.geekbang.org/fe/b.geekbang.org into feat/v2’
’5f5993c,shikexin,2022-08-31 15:28:16 +0800,‘PC贴图’’
’c756289,yuky.zhang,2022-08-31 15:05:07 +0800,fix: 更新包’
’0dec51c,yuky.zhang,2022-08-31 14:54:22 +0800,fix’
’25e919d,yuky.zhang,2022-08-31 14:48:57 +0800,fix’
’2182186,yuky.zhang,2022-08-31 14:35:41 +0800,fix: 合并冲突’
’487a741,yuky.zhang,2022-08-31 14:24:29 +0800,feat: 播放器样式’
’c4fc8cc,zhaozhuoboy,2022-08-31 13:52:57 +0800,调整view/ 下用到 配色的地方改成’
’3bb6e16,yuky.zhang,2022-08-31 13:48:34 +0800,Merge branch 'feat/v2' into f_product’
’ef90562,yuky.zhang,2022-08-31 13:46:36 +0800,feat: 视频播放器’
’6b63089,zhaozhuoboy,2022-08-31 13:44:45 +0800,更新 geekui’
’d531bec,zhaozhuoboy,2022-08-31 11:44:27 +0800,合并代码’
’dd5c01d,zhaozhuoboy,2022-08-31 11:43:05 +0800,style(公司简介): 调整样式’
’45874d6,zhaozhuoboy,2022-08-31 11:42:15 +0800,feat(公司简介): 移动端开发’
’ecf2027,吴玉荣,2022-08-31 10:12:40 +0800,Merge branch 'feat/v2' of code.geekbang.org:fe/b.geekbang.org into feat/v2_wu’
’182e5cc,吴玉荣,2022-08-31 10:12:31 +0800,解决方案页面写完’
’cbff447,yuky.zhang,2022-08-30 19:32:10 +0800,feat: 视频弹框基本完成’
’85259cd,shikexin,2022-08-30 17:42:21 +0800,编写好内容’
’10c65ee,zhaozhuoboy,2022-08-30 17:26:15 +0800,更新代码’
’2945bc9,zhaozhuoboy,2022-08-30 17:26:06 +0800,style: 调整代码格式’
’7ea0d92,zhaozhuoboy,2022-08-30 17:17:18 +0800,style: 调整资质荣誉模块样式’
’0fb89d4,zhaozhuoboy,2022-08-30 17:15:05 +0800,解决冲突’
’1a4a558,zhaozhuoboy,2022-08-30 17:14:19 +0800,调整代码’
’5204b48,danny.zhao,2022-08-30 08:55:01 +0000,Merge branch 'feat/v2_zhuo' into 'feat/v2'’
’ff94ef0,zhaozhuoboy,2022-08-30 16:53:37 +0800,feat: 公司简介PC’
’839533f,shikexin,2022-08-30 16:10:46 +0800,Merge branch 'feat/v2' into feat/v2_skx’
’7afc03e,shikexin,2022-08-30 16:10:29 +0800,Merge branch 'feat/v2' of https://code.geekbang.org/fe/b.geekbang.org into feat/v2’
’87aba6a,shikexin,2022-08-30 16:10:07 +0800,编写官网好内容页面’
’3458041,yuky.zhang,2022-08-30 15:38:10 +0800,style: pc端贴图’
’9698737,zhaozhuoboy,2022-08-30 15:21:58 +0800,更新代码’
’794ab5a,zhaozhuoboy,2022-08-30 15:21:38 +0800,关于我们’
’1d1b933,mingyang.hao,2022-08-30 06:48:02 +0000,Merge branch 'f_home_index' into 'feat/v2'’
’dedd2b6,mingyang.hao,2022-08-30 14:34:22 +0800,引入FixedService组件’
’86f91ca,mingyang.hao,2022-08-30 14:32:21 +0800,Merge branch 'feat/v2' into f_home_index’
’74c1d50,mingyang.hao,2022-08-30 14:26:50 +0800,首页wap样式调整’
’f8de120,zhaozhuoboy,2022-08-30 14:10:16 +0800,更新代码’
’d2176cf,zhaozhuoboy,2022-08-30 13:01:39 +0800,style: 调整代码’
’aae9130,zhaozhuoboy,2022-08-30 12:58:07 +0800,浮动联系客服’
’3c7f64b,mingyang.hao,2022-08-30 11:32:53 +0800,Merge branch 'feat/v2' into f_home_index’
’f02d55c,mingyang.hao,2022-08-30 11:31:35 +0800,首页ui调整’
’d4ce931,zhaozhuoboy,2022-08-30 11:24:29 +0800,iconfont 本地化’
’bfe5b0d,yuky.zhang,2022-08-30 10:38:25 +0800,Merge branch 'feat/v2' into f_product’
’e82f1d4,yuky.zhang,2022-08-30 10:36:50 +0800,feat: 基本完成’
’bcedc0c,yuky.zhang,2022-08-29 19:29:52 +0800,feat: 好服务h5’
’d32eb84,mingyang.hao,2022-08-29 18:59:35 +0800,首页样式调整’
’de498a5,yuky.zhang,2022-08-29 18:48:52 +0800,feat: 好服务h5’
’967696f,zhaozhuoboy,2022-08-29 16:38:10 +0800,合并代码’
’6c144da,zhaozhuoboy,2022-08-29 16:36:13 +0800,案例详情移动端完成’
’5b74d3a,yuky.zhang,2022-08-29 16:28:17 +0800,feat: 好服务pc基本完成’
’4ca7693,yuky.zhang,2022-08-26 18:58:45 +0800,style: 好服务’
’acc1a79,zhaozhuoboy,2022-08-26 16:02:57 +0800,调整 lightBlue 使用的位置’
’69cd53f,zhaozhuoboy,2022-08-26 15:51:37 +0800,案例详情pc完成’
’d94f11f,yuky.zhang,2022-08-26 15:48:46 +0800,Merge branch 'feat/v2' into f_product’
’a9c3435,yuky.zhang,2022-08-26 15:47:23 +0800,style: 好产品完成’
’313b6fc,吴玉荣,2022-08-26 15:38:46 +0800,解决冲突’
’9bc66fc,mingyang.hao,2022-08-26 15:35:17 +0800,Merge branch 'feat/v2' into f_home_index’
’8711d32,mingyang.hao,2022-08-26 15:34:26 +0800,首页移动端页面调整’
’440bf18,吴玉荣,2022-08-26 15:34:00 +0800,提交代码’
’5c7cf56,zhaozhuoboy,2022-08-26 15:30:41 +0800,合并代码’
’a7b4958,zhaozhuoboy,2022-08-26 15:30:25 +0800,案例详情’
’f98c082,吴玉荣,2022-08-26 14:44:50 +0800,Merge branch 'feat/v2' of code.geekbang.org:fe/b.geekbang.org into feat/v2_wu’
’02b5c71,吴玉荣,2022-08-26 14:44:42 +0800,编写数据’
’bae5f6c,zhaozhuoboy,2022-08-26 14:26:33 +0800,更新代码’
’e5093c1,zhaozhuoboy,2022-08-26 14:26:19 +0800,feat: 客户案例移动端’
’794163f,mingyang.hao,2022-08-26 11:17:04 +0800,首页ui调整’
’5499fec,mingyang.hao,2022-08-25 18:57:54 +0800,首页ui调整’
’9a6d3e6,yuky.zhang,2022-08-25 18:36:43 +0800,style: 好产品h5基本完成’
’83cc99d,吴玉荣,2022-08-25 17:31:48 +0800,Merge branch 'feat/v2' of code.geekbang.org:fe/b.geekbang.org into feat/v2_wu’
’ed563f0,吴玉荣,2022-08-25 17:31:39 +0800,页面编写’
’0790b57,yuky.zhang,2022-08-25 17:17:58 +0800,style:好产品基本完成’
’b37f2de,yuky.zhang,2022-08-25 16:47:18 +0800,Merge branch 'feat/v2' into f_product’
’57e3848,yuky.zhang,2022-08-25 16:45:44 +0800,style: 好产品’
’bf3c669,zhaozhuoboy,2022-08-25 16:16:39 +0800,调整底部Contact组件’
’af45c76,zhaozhuoboy,2022-08-25 16:13:20 +0800,合并代码’
’27a6cdf,zhaozhuoboy,2022-08-25 16:13:01 +0800,客户案例’
’820b1f0,zhaozhuoboy,2022-08-25 15:53:57 +0800,更新代码’
’bd783b3,zhaozhuoboy,2022-08-25 15:52:58 +0800,增加公共按钮样式’
’15f6833,yuky.zhang,2022-08-25 15:45:00 +0800,fix’
’1f01072,yuky.zhang,2022-08-25 15:43:51 +0800,style: 研，测’
’50514b3,yuky.zhang,2022-08-25 11:32:00 +0800,style: banner 样式需改’
’7ac9f2c,zhaozhuoboy,2022-08-25 09:59:44 +0800,调整好服务路由’
’1f616b5,shikexin,2022-08-24 16:33:01 +0800,Merge branch 'feat/v2' of https://code.geekbang.org/fe/b.geekbang.org into feat/v2’
’e3104ba,zhaozhuoboy,2022-08-24 16:24:22 +0800,新增页面’
’8c52810,danny.zhao,2022-08-23 02:29:26 +0000,Merge branch 'develop' into 'master'’
’926670f,zhaozhuoboy,2022-08-23 10:28:12 +0800,下线产品刊例’
’6040e4e,danny.zhao,2022-08-19 03:01:35 +0000,Merge branch 'develop' into 'master'’
’a17f920,danny.zhao,2022-08-19 03:00:56 +0000,Merge branch 'feat/service-price-show' into 'develop'’
’8e09a02,zhaozhuoboy,2022-08-17 15:42:35 +0800,feat: 好产品页面添加产品刊例跳链’
’5123aa8,danny.zhao,2022-07-15 07:34:05 +0000,Merge branch 'develop' into 'master'’
’a57ac65,danny.zhao,2022-07-15 07:33:30 +0000,Merge branch 'banner-update' into 'develop'’
’6d0d26a,zhaozhuoboy,2022-07-15 15:32:05 +0800,调整代码’
’a4141d4,zhaozhuoboy,2022-07-15 14:38:01 +0800,merge: 合并代码’
’9a3e60a,danny.zhao,2022-06-30 10:35:05 +0000,Merge branch 'develop' into 'master'’
’be8e6ca,danny.zhao,2022-06-30 10:34:30 +0000,Merge branch 'feat/remove_service_fee' into 'develop'’
’dbcb23e,zhaozhuoboy,2022-06-23 17:38:12 +0800,去掉升级服务的提示弹窗’
’19bd3c1,danny.zhao,2022-06-14 10:01:55 +0000,Merge branch 'develop' into 'master'’
’5ebe0e7,danny.zhao,2022-06-14 10:01:16 +0000,Merge branch 'banner-update' into 'develop'’
’fc823aa,zhaozhuoboy,2022-06-14 18:00:31 +0800,更新banner’
’44ad4f8,danny.zhao,2022-06-14 06:08:15 +0000,Merge branch 'develop' into 'master'’
’f94f537,danny.zhao,2022-06-14 06:06:55 +0000,Merge branch 'banner-update' into 'develop'’
’5a95ffa,zhaozhuoboy,2022-06-14 14:05:13 +0800,feat: 上家一个banner,下架俩banner’
’b16dc38,zhaozhuoboy,2022-06-14 13:53:18 +0800,merge: 合并代码’
’88dfa6a,danny.zhao,2022-05-16 07:59:23 +0000,Merge branch 'develop' into 'master'’
’87dfeee,danny.zhao,2022-05-16 07:58:57 +0000,Merge branch 'banner-update' into 'develop'’
’222765f,zhaozhuoboy,2022-05-16 15:50:07 +0800,更新轮播’
’6fb7978,lynn.zhang,2022-04-28 09:45:30 +0000,Merge branch 'develop' into 'master'’
’0f3cdcf,lynn.zhang,2022-04-28 09:44:55 +0000,Merge branch 'fe/qrcode' into 'develop'’
’2560ce5,lynn.zhang,2022-04-28 17:44:30 +0800,调整css顺利’
’c9e066e,lynn.zhang,2022-04-28 17:30:06 +0800,调整样式顺序’
’279d1e7,lynn.zhang,2022-04-28 17:06:37 +0800,修改样式展示’
’5e10eea,lynn.zhang,2022-04-28 16:32:46 +0800,去掉标题’
’5e1ae7e,lynn.zhang,2022-04-28 16:19:07 +0800,修改样式’
’2d1ec9b,lynn.zhang,2022-04-28 16:00:36 +0800,样式修改’
’6f314e7,lynn.zhang,2022-04-28 15:27:11 +0800,样式优化’
’efb807b,lynn.zhang,2022-04-28 14:09:45 +0800,样式调整’
’01c2ce8,lynn.zhang,2022-04-28 11:37:12 +0800,文案修改’
’3563d17,lynn.zhang,2022-04-28 11:16:58 +0800,4.27 号验收修改’
’86b476a,lynn.zhang,2022-04-27 18:18:40 +0800,修改选中’
’786674f,lynn.zhang,2022-04-27 14:40:42 +0800,样式优化’
’4940c4d,lynn.zhang,2022-04-27 14:19:17 +0800,样式优化’
’95df592,lynn.zhang,2022-04-27 11:27:02 +0800,修改样式’
’f8bb461,lynn.zhang,2022-04-27 11:10:51 +0800,修改header 点击 不回收bug’
’1a426b2,lynn.zhang,2022-04-27 10:55:16 +0800,修改头部不显示’
’7f04242,lynn.zhang,2022-04-27 10:42:42 +0800,修改间距’
’bdf3ee5,lynn.zhang,2022-04-26 19:01:23 +0800,修改icon’
’453de02,lynn.zhang,2022-04-26 18:54:11 +0800,调整样式’
’b583306,lynn.zhang,2022-04-26 16:48:16 +0800,修改移动端 联系我们样式’
’150772b,lynn.zhang,2022-04-26 11:00:11 +0800,Merge branch 'develop' into fe/qrcode’
’3ed102c,lynn.zhang,2022-04-25 17:13:55 +0800,merge’
’e136cc1,lynn.zhang,2022-04-25 17:12:24 +0800,修改官网修改信息’
’f99229f,lynn.zhang,2022-04-19 10:55:28 +0000,Merge branch 'develop' into 'master'’
’b99e205,lynn.zhang,2022-04-19 10:30:35 +0000,Merge branch 'fe/qrcode' into 'develop'’
’fd4590a,lynn.zhang,2022-04-19 16:48:42 +0800,修改名称’
’906773e,lynn.zhang,2022-04-15 17:05:53 +0800,二维码’
’dd6c182,tommy.yang,2022-03-30 03:08:31 +0000,Merge branch 'develop' into 'master'’
’488ffdc,wanyu.wen,2022-03-30 03:02:16 +0000,Merge branch 'f_train' into 'develop'’
’b409b10,wanyu.wen,2022-03-18 14:20:24 +0800,文案修改、替换图片’
’d071b24,wanyu.wen,2022-03-17 13:56:33 +0800,style：缩小尺寸’
’9330427,wanyu.wen,2022-03-16 19:55:49 +0800,feat:去掉禁止组件’
’4b88fd4,wanyu.wen,2022-03-16 19:49:16 +0800,style:去掉多余样式’
’a63b209,wanyu.wen,2022-03-16 19:45:54 +0800,style:修改图片样式’
’717f5ee,wanyu.wen,2022-03-16 17:36:19 +0800,修改弹窗’
’02a0ab8,wanyu.wen,2022-03-15 16:29:53 +0800,style:修改文案以及样式’
’6f22cda,wanyu.wen,2022-03-15 15:38:33 +0800,style:修改介绍页样式’
’ff521f6,tommy.yang,2022-03-15 13:13:56 +0800,样式调整’
’aa71434,tommy.yang,2022-03-15 13:10:11 +0800,调整跳转逻辑’
’398d229,wanyu.wen,2022-03-15 11:50:03 +0800,style:修改样式’
’6644391,danny.zhao,2022-03-14 10:40:05 +0000,Merge branch 'develop' into 'master'’
’bf53938,danny.zhao,2022-03-14 10:39:36 +0000,Merge branch 'feat/recource-banner' into 'develop'’
’d9f44e5,zhaozhuoboy,2022-03-14 18:36:27 +0800,课程资源修改banner’
’87b5ceb,wanyu.wen,2022-03-11 18:59:37 +0800,style:控制样式’
’89f99a3,wanyu.wen,2022-03-11 18:09:47 +0800,style:ui走查’
